Raid Report,Street Address,City ,State
"Report-1737: Oct. 14 Regent Dr, Mundelein, IL 60060","Regent Dr, Mundelein, IL 60060",,
"Report-1738: Oct. 14 N Lake St & E Hawley St, Mundelein, IL 60060","N Lake St & E Hawley St, Mundelein, IL 60060",,
"Report-1739: Oct. 14 4950 N Avers Ave, Chicago, IL 60625","4950 N Avers Ave, Chicago, IL 60625",,
"Report-1740: Oct. 14 N Kedzie Ave & W George St, Chicago, IL 60618","N Kedzie Ave & W George St, Chicago, IL 60618",,
Report-1741: Oct. 14 ,,,
"Report-1742: Oct. 14 7601 S Cicero Ave, Chicago, IL 60652","7601 S Cicero Ave, Chicago, IL 60652",,
"Report-1743: Oct. 14 Century Point Ln, Glendale Heights, IL 60139","Century Point Ln, Glendale Heights, IL 60139",,
Report-1744: Oct. 14 W 61st Pl & S Lawndale Ave,W 61st Pl & S Lawndale Ave,,
"Report-1745: Oct. 14 E Kensington Ave & S Indiana Ave, Chicago, IL 60628","E Kensington Ave & S Indiana Ave, Chicago, IL 60628",,
Report-1746: Oct. 14 ,,,
Report-1747: Oct. 14 ,,,
"Report-1748: Oct. 13 1326 Dodge Ave, Evanston, IL 60201","1326 Dodge Ave, Evanston, IL 60201",,
"Report-1749: Oct. 13 6230 S Dorchester Ave, Chicago IL","6230 S Dorchester Ave, Chicago IL",,
Report-1750: Oct. 13 621 Highland,621 Highland,,
Report-1751: Oct. 13 Pulaski and Addison,Pulaski and Addison,,
Report-1752: Oct. 13 801 S. Washington St.,801 S. Washington St.,,
Report-1753: Oct. 13 Dempster and Dodge,Dempster and Dodge,,
Report-1754: Oct. 13 N Avers Ave and W Argyle St,N Avers Ave and W Argyle St,,
Report-1755: Oct. 13 420 W Touhy Ave,420 W Touhy Ave,,
Report-1756: Oct. 13 S. River Rd. & Rte 176,S. River Rd. & Rte 176,,
Report-1757: Oct. 13 1 Tower Lane,1 Tower Lane,,
Report-1758: Oct. 13 Grand and Western,Grand and Western,,
"Report-1759: Oct. 13 880 W Station St, Kankakee IL, 60901","880 W Station St, Kankakee IL, 60901",,
"Report-1760: Oct. 13 1523 W Jarvis Ave, Chicago, IL 60626","1523 W Jarvis Ave, Chicago, IL 60626",,
Report-1761: Oct. 13 3899 Golf,3899 Golf,,
Report-1762: Oct. 13 305 Cambia Dr,305 Cambia Dr,,
Report-1763: Oct. 13 2201 Oakton St,2201 Oakton St,,
Report-1764: Oct. 13 Higgins and Central Ave,Higgins and Central Ave,,
Report-1765: Oct. 13 2335 W Howard,2335 W Howard,,
Report-1766: Oct. 13 ,,,
Report-1767: Oct. 13 1047 Cherokee,1047 Cherokee,,
Report-1768: Oct. 13 Garfield and Princeton,Garfield and Princeton,,
Report-1769: Oct. 13 Wabash and Monroe,Wabash and Monroe,,
"Report-1770: Oct. 13 2200 S 25th Ave, Broadview, IL 60155","2200 S 25th Ave, Broadview, IL 60155",,
"Report-1771: Oct. 13 880 W Station St, Kankakee, IL 60901","880 W Station St, Kankakee, IL 60901",,
Report-1772: Oct. 13 Michigan and Illinois,Michigan and Illinois,,
Report-1773: Oct. 13 Lake Ave & Green Bay Rd,Lake Ave & Green Bay Rd,,
Report-1774: Oct. 13 9608 Golf Terrace,9608 Golf Terrace,,
Report-1775: Oct. 13 43rd and Western,43rd and Western,,
Report-1776: Oct. 13 43rd and Artesian,43rd and Artesian,,
"Report-1777: Oct. 13 450 W Schaumburg Rd, Schaumburg, IL 60194","450 W Schaumburg Rd, Schaumburg, IL 60194",,
"Report-1778: Oct. 13 120 Oliver Ct, Schaumburg, IL 60193","120 Oliver Ct, Schaumburg, IL 60193",,
"Report-1779: Oct. 13 905 W Irving Park Rd, Schaumburg, IL 60193","905 W Irving Park Rd, Schaumburg, IL 60193",,
Report-1780: Oct. 13 47th and Damen,47th and Damen,,
Report-1781: Oct. 13 Golf and Elmhurst Road,Golf and Elmhurst Road,,
Report-1782: Oct. 13 42nd and Kedzie,42nd and Kedzie,,
"Report-1783: Oct. 13 2201 Oakton St, Evanston, IL 60202","2201 Oakton St, Evanston, IL 60202",,
Report-1784: Oct. 13 North and Ashland,North and Ashland,,
"Report-1785: Oct. 13 47th and Pulaski, Chicago Illinois","47th and Pulaski, Chicago Illinois",,
"Report-1786: Oct. 13 1930 Beach St, Broadview, IL 60155","1930 Beach St, Broadview, IL 60155",,
Report-1787: Oct. 13 7001 Central Park,7001 Central Park,,
Report-1788: Oct. 13 Dempster and Skokie Blvd,Dempster and Skokie Blvd,,
Report-1789: Oct. 13 4201 S Archer,4201 S Archer,,
Report-1790: Oct. 13 51st and Racine,51st and Racine,,
"Report-1791: Oct. 13 5500 Pensacola, Chicago Illinois","5500 Pensacola, Chicago Illinois",,
"Report-1792: Oct. 13 1265 W Wilson Ave, Chicago Illinois ","1265 W Wilson Ave, Chicago Illinois ",,
Report-1793: Oct. 13 220 West Cullerton,220 West Cullerton,,
Report-1794: Oct. 13 801 Lakeside Drive,801 Lakeside Drive,,
Report-1795: Oct. 13 501 East Lake Street 60101,501 East Lake Street 60101,,
Report-1796: Oct. 13 Dundee and Milwaukee,Dundee and Milwaukee,,
Report-1797: Oct. 13 Ravenswood and Foster,Ravenswood and Foster,,
Report-1798: Oct. 13 ,,,
"Report-1799: Oct. 13 246 W Lake St, Addison, IL 60101","246 W Lake St, Addison, IL 60101",,
Report-1800: Oct. 13 59th and Cicero,59th and Cicero,,
"Report-1801: Oct. 13 2201 Oakton St, Evanston, IL 60202","2201 Oakton St, Evanston, IL 60202",,
Report-1802: Oct. 13 1000 Civic Center Drive,1000 Civic Center Drive,,
Report-1803: Oct. 13 Big Marsh Park - 103rd St,Big Marsh Park - 103rd St,,
Report-1804: Oct. 13 Grand and Hickory,Grand and Hickory,,
Report-1805: Oct. 13 ,,,
"Report-1806: Oct. 13 2211 Oakton St, Evanston, IL 60202","2211 Oakton St, Evanston, IL 60202",,
Report-1807: Oct. 13 Grand and Martin,Grand and Martin,,
"Report-1808: Oct. 13 1541 Belvidere St, Waukegan, IL 60085","1541 Belvidere St, Waukegan, IL 60085",,
Report-1809: Oct. 13 Ash and Grand,Ash and Grand,,
Report-1810: Oct. 13 Grand and Butrick,Grand and Butrick,,
"Report-1811: Oct. 13 1119 10th St, North Chicago, IL 60064","1119 10th St, North Chicago, IL 60064",,
"Report-1812: Oct. 13 Dino's Market, Walnut Ave, Hanover Park, IL 60133","Dino's Market, Walnut Ave, Hanover Park, IL 60133",,
Report-1813: Oct. 13 14th and Western,14th and Western,,
Report-1814: Oct. 13 McCormick and Dempster,McCormick and Dempster,,
Report-1815: Oct. 13 McCormick and Dempster,McCormick and Dempster,,
Report-1816: Oct. 13 Dewey,Dewey,,
"Report-1817: Oct. 13 1930 Beach St, Broadview, IL 60155","1930 Beach St, Broadview, IL 60155",,
Report-1818: Oct. 13 Wilson and Kimball,Wilson and Kimball,,
"Report-1819: Oct. 13 2001 Belvidere Rd, Waukegan, IL 60085","2001 Belvidere Rd, Waukegan, IL 60085",,
"Report-1820: Oct. 13 821 10th St, North Chicago, IL 60064","821 10th St, North Chicago, IL 60064",,
Report-1821: Oct. 13 47th and Western 60609,47th and Western 60609,,
Report-1822: Oct. 13 State and Monroe,State and Monroe,,
Report-1823: Oct. 13 38th and Paulina,38th and Paulina,,
Report-1824: Oct. 13 Cicero and Armitage,Cicero and Armitage,,
Report-1825: Oct. 13 Hickory and Franklin,Hickory and Franklin,,
Report-1826: Oct. 13 Ash and Center,Ash and Center,,
Report-1827: Oct. 13 N Kimball Ave & W Granville Ave,N Kimball Ave & W Granville Ave,,
"Report-1828: Oct. 13 1930 Beach St, Broadview, IL 60155","1930 Beach St, Broadview, IL 60155",,
Report-1829: Oct. 13 Armitage and Kilbourn 60639,Armitage and Kilbourn 60639,,
Report-1830: Oct. 13 Lake Shore Drive,Lake Shore Drive,,
Report-1831: Oct. 13 ,,,
"Report-1832: Oct. 13 7410 N Clark St, Chicago, IL 60626","7410 N Clark St, Chicago, IL 60626",,
Report-1833: Oct. 13 N Clark St and Touhy Ave,N Clark St and Touhy Ave,,
"Report-1834: Oct. 13 675 Weber Rd, Romeoville, IL 60446","675 Weber Rd, Romeoville, IL 60446",,
"Report-1835: Oct. 12 Sheridan & North Shore, Chicago, IL 60626","Sheridan & North Shore, Chicago, IL 60626",,
"Report-1836: Oct. 12 5101 S Keeler Ave, Chicago, IL 60632","5101 S Keeler Ave, Chicago, IL 60632",,
Report-1837: Oct. 12 ,,,
Report-1838: Oct. 12 ,,,
Report-1839: Oct. 12 Armitage & ?,Armitage & ?,,
"Report-1840: Oct. 12 Mundelein, IL 60084","Mundelein, IL 60084",,
"Report-1841: Oct. 12 Russell Rd Exit 1, I-94, Wadsworth, IL 60083","Russell Rd Exit 1, I-94, Wadsworth, IL 60083",,
"Report-1842: Oct. 12 Custer Ave, Evanston, IL 60602","Custer Ave, Evanston, IL 60602",,
"Report-1843: Oct. 12 600 N. Martingale Rd., Schaumburg, IL 60173","600 N. Martingale Rd., Schaumburg, IL 60173",,
"Report-1844: Oct. 12 1925 W. 73Rd St. Chicago, IL 60636","1925 W. 73Rd St. Chicago, IL 60636",,
"Report-1845: Oct. 12 781 Butternut Ln. Elgin, IL 60123","781 Butternut Ln. Elgin, IL 60123",,
"Report-1846: Oct. 12 Berwyn Ave, Chicago, IL 60640","Berwyn Ave, Chicago, IL 60640",,
"Report-1847: Oct. 12 Wilson & Broadway, Chicago, IL 60640","Wilson & Broadway, Chicago, IL 60640",,
"Report-1848: Oct. 12 79th & Central, Burbank, IL 60459","79th & Central, Burbank, IL 60459",,
"Report-1849: Oct. 12 Golf Rd, Glenview","Golf Rd, Glenview",,
"Report-1850: Oct. 12 Portillo's Elmhurst, 155 IL-83, Elmhurst, IL 60126","Portillo's Elmhurst, 155 IL-83, Elmhurst, IL 60126",,
Report-1851: Oct. 12 ,,,
"Report-1852: Oct. 12 1317 N Milwaukee Ave, Chicago, IL 60622","1317 N Milwaukee Ave, Chicago, IL 60622",,
"Report-1853: Oct. 12 2000 Algonquin Rd, Mt Prospect, IL 60056","2000 Algonquin Rd, Mt Prospect, IL 60056",,
"Report-1854: Oct. 12 W Roscoe St & N Halsted St, Chicago, IL 60657","W Roscoe St & N Halsted St, Chicago, IL 60657",,
"Report-1855: Oct. 12 1805 S Loomis St, Chicago, IL 60608","1805 S Loomis St, Chicago, IL 60608",,
"Report-1856: Oct. 12 4548 N Albany Ave, Chicago, IL 60625","4548 N Albany Ave, Chicago, IL 60625",,
"Report-1857: Oct. 12 7951 S Cicero Ave, Chicago, IL 60652","7951 S Cicero Ave, Chicago, IL 60652",,
"Report-1858: Oct. 12 Montrose & Kimball, Chicago, IL 60618","Montrose & Kimball, Chicago, IL 60618",,
"Report-1859: Oct. 12 14556 Archer Ave, Lockport, IL 60441","14556 Archer Ave, Lockport, IL 60441",,
"Report-1860: Oct. 12 Devon & Glenwood, Chicago, IL 60626","Devon & Glenwood, Chicago, IL 60626",,
Report-1861: Oct. 12 ,,,
Report-1862: Oct. 12 ,,,
"Report-1863: Oct. 12 6518 N Mozart St, Chicago, IL 60645","6518 N Mozart St, Chicago, IL 60645",,
"Report-1864: Oct. 12 2500 W 95th St, Evergreen Park, IL 60805","2500 W 95th St, Evergreen Park, IL 60805",,
"Report-1865: Oct. 12 S Cicero Ave & W 79th St, Burbank, IL 60459","S Cicero Ave & W 79th St, Burbank, IL 60459",,
"Report-1866: Oct. 12 W Diversey Pkwy & N Clark St, Chicago, IL 60614","W Diversey Pkwy & N Clark St, Chicago, IL 60614",,
"Report-1867: Oct. 12 73rd & Harlem, Bridgeview, IL 60638","73rd & Harlem, Bridgeview, IL 60638",,
"Report-1868: Oct. 12 Spaulding & Sunnyside, Chicago, IL 60618","Spaulding & Sunnyside, Chicago, IL 60618",,
"Report-1869: Oct. 12 S Morgan St & W Adams St, Chicago, IL 60607","S Morgan St & W Adams St, Chicago, IL 60607",,
"Report-1870: Oct. 12 806 Ridge Ave, Evanston, IL 60202","806 Ridge Ave, Evanston, IL 60202",,
"Report-1871: Oct. 12 83rd & Cicero, Burbank, IL 60459","83rd & Cicero, Burbank, IL 60459",,
"Report-1872: Oct. 12 W Devon Ave & N Mozart St, Chicago, IL 60645","W Devon Ave & N Mozart St, Chicago, IL 60645",,
"Report-1873: Oct. 12 95th & Pulaski, Evergreen Park, IL 60805","95th & Pulaski, Evergreen Park, IL 60805",,
"Report-1874: Oct. 12 4546 N Kedzie Ave, Chicago, IL 60625","4546 N Kedzie Ave, Chicago, IL 60625",,
"Report-1875: Oct. 12 Chicago, IL 60622","Chicago, IL 60622",,
"Report-1876: Oct. 12 4500 N Sawyer Ave, Chicago, IL 60625","4500 N Sawyer Ave, Chicago, IL 60625",,
"Report-1877: Oct. 12 Sunnyside & Kimball, Chicago, IL 60618","Sunnyside & Kimball, Chicago, IL 60618",,
"Report-1878: Oct. 12 Wilson & Sawyer, Chicago, IL 60640","Wilson & Sawyer, Chicago, IL 60640",,
"Report-1879: Oct. 12 Kimball & Montrose, Chicago, IL 60640","Kimball & Montrose, Chicago, IL 60640",,
"Report-1880: Oct. 12 Madison/Monroe & Ridge, Evanston, IL 60602","Madison/Monroe & Ridge, Evanston, IL 60602",,
"Report-1881: Oct. 12 3230 W Wilson Ave, Chicago, IL 60625","3230 W Wilson Ave, Chicago, IL 60625",,
"Report-1882: Oct. 12 Foster & Broadway, Chicago, IL 60640","Foster & Broadway, Chicago, IL 60640",,
"Report-1883: Oct. 12 Malden St & W Wilson Ave, Chicago, IL 60640","Malden St & W Wilson Ave, Chicago, IL 60640",,
"Report-1884: Oct. 12 Broadway & Cornelia, Chicago, IL 60657","Broadway & Cornelia, Chicago, IL 60657",,
"Report-1885: Oct. 12 N Kimball Ave & W Lawrence Ave, Chicago, IL 60625","N Kimball Ave & W Lawrence Ave, Chicago, IL 60625",,
"Report-1886: Oct. 12 1339 S Wood St, Chicago, IL 60608","1339 S Wood St, Chicago, IL 60608",,
"Report-1887: Oct. 12 Sheridan & Broadway, Chicago, IL 60640","Sheridan & Broadway, Chicago, IL 60640",,
"Report-1888: Oct. 12 Diversey & Western, Chicago, IL 60647","Diversey & Western, Chicago, IL 60647",,
"Report-1889: Oct. 12 1763-1767 Algonquin Rd, Mt Prospect, IL 60056","1763-1767 Algonquin Rd, Mt Prospect, IL 60056",,
"Report-1890: Oct. 12 S Harlem Ave & 79th St, Burbank, IL 60459","S Harlem Ave & 79th St, Burbank, IL 60459",,
Report-1891: Oct. 12 California and 55th,California and 55th,,
Report-1892: Oct. 12 ,,,
Report-1893: Oct. 12 ,,,
"Report-1894: Oct. 12 Loomis & Taylor, Chicago, IL 60607","Loomis & Taylor, Chicago, IL 60607",,
"Report-1895: Oct. 12 3943 W 47th St, Chicago, IL 60632","3943 W 47th St, Chicago, IL 60632",,
"Report-1896: Oct. 12 Dobson, Evanston, IL 60602","Dobson, Evanston, IL 60602",,
Report-1897: Oct. 12 61st and Tripp,61st and Tripp,,
Report-1898: Oct. 12 Lakeshore and Addison,Lakeshore and Addison,,
"Report-1899: Oct. 12 7050 S Cicero Ave, Bedford Park, IL 60638","7050 S Cicero Ave, Bedford Park, IL 60638",,
"Report-1900: Oct. 12 Clark and Diversey, Chicago Illinois","Clark and Diversey, Chicago Illinois",,
"Report-1901: Oct. 12 Addison and Damen , Chicago Illinois","Addison and Damen , Chicago Illinois",,
"Report-1902: Oct. 12 Clark and Albion, Chicago Illinois","Clark and Albion, Chicago Illinois",,
"Report-1903: Oct. 12 Clark & Devon, Chicago, IL 60626","Clark & Devon, Chicago, IL 60626",,
"Report-1904: Oct. 12 Custer St, Evanston, IL 60602","Custer St, Evanston, IL 60602",,
"Report-1905: Oct. 12 W 55th St & S Komensky Ave, Chicago, IL 60632","W 55th St & S Komensky Ave, Chicago, IL 60632",,
Report-1906: Oct. 12 Bryn Mawr and Sheridan Road,Bryn Mawr and Sheridan Road,,
Report-1907: Oct. 12 North Clark Street and Ridge Ave. ,North Clark Street and Ridge Ave. ,,
Report-1908: Oct. 12 Clark and Diversey - Chicago,Clark and Diversey - Chicago,,
"Report-1909: Oct. 12 6211 N Lincoln Ave, Chicago, IL 60659","6211 N Lincoln Ave, Chicago, IL 60659",,
"Report-1910: Oct. 12 6211 N Lincoln Ave, Chicago, IL 60659","6211 N Lincoln Ave, Chicago, IL 60659",,
Report-1911: Oct. 12 W Albion Ave & N Bosworth Ave,W Albion Ave & N Bosworth Ave,,
Report-1912: Oct. 12 ,,,
"Report-1913: Oct. 12 55 E Randolph St, Chicago, IL 60601","55 E Randolph St, Chicago, IL 60601",,
"Report-1914: Oct. 12 2201 Oakton St, Evanston, IL 60202","2201 Oakton St, Evanston, IL 60202",,
Report-1915: Oct. 12 18th St. & Calumet Ave,18th St. & Calumet Ave,,
Report-1916: Oct. 12 79th and Harlem,79th and Harlem,,
Report-1917: Oct. 12 5500S Pulaski,5500S Pulaski,,
Report-1918: Oct. 12 W 58th St & S Artesian Ave,W 58th St & S Artesian Ave,,
"Report-1919: Oct. 12 5820 S Homan Ave, Chicago, IL 60629","5820 S Homan Ave, Chicago, IL 60629",,
"Report-1920: Oct. 12 7770 S Cicero Ave, Burbank, IL 60459","7770 S Cicero Ave, Burbank, IL 60459",,
"Report-1921: Oct. 12 6650 N. CLark, Chicago Il","6650 N. CLark, Chicago Il",,
Report-1922: Oct. 12 59th and Hamlin,59th and Hamlin,,
"Report-1923: Oct. 12 N California Ave & W Rosemont Ave, Chicago, IL 60659","N California Ave & W Rosemont Ave, Chicago, IL 60659",,
"Report-1924: Oct. 12 6638 S Cicero, Bedford Park","6638 S Cicero, Bedford Park",,
Report-1925: Oct. 12 California and Rosemont,California and Rosemont,,
"Report-1926: Oct. 12 101 E Boughton Rd, Bollingbrook","101 E Boughton Rd, Bollingbrook",,
Report-1927: Oct. 12 Clark and North Shore ave.,Clark and North Shore ave.,,
"Report-1928: Oct. 12 Touhy and Clark,  Chicago Illinois ","Touhy and Clark,  Chicago Illinois ",,
"Report-1929: Oct. 12 Randolph and Madison, Chicago Illinois ","Randolph and Madison, Chicago Illinois ",,
Report-1930: Oct. 12 Fullerton and Clark,Fullerton and Clark,,
Report-1931: Oct. 12 Chicago and Wells ,Chicago and Wells ,,
Report-1932: Oct. 12 Addison and Lakeshore Drive,Addison and Lakeshore Drive,,
"Report-1933: Oct. 12 500 W. Madison St., Chicago, IL 60606","500 W. Madison St., Chicago, IL 60606",,
Report-1934: Oct. 12 4806 N Armitage,4806 N Armitage,,
"Report-1935: Oct. 12 1410 E New York St, Aurora, IL 60505","1410 E New York St, Aurora, IL 60505",,
Report-1936: Oct. 11 State and Lake,State and Lake,,
"Report-1937: Oct. 11 2450 Main St, Evanston, IL 60202","2450 Main St, Evanston, IL 60202",,
"Report-1938: Oct. 11 451 N. Commons Dr. Aurora, IL 60504","451 N. Commons Dr. Aurora, IL 60504",,
"Report-1939: Oct. 11 12230 S Cicero Ave, Alsip, IL 60803","12230 S Cicero Ave, Alsip, IL 60803",,
Report-1940: Oct. 11 Belmont and Central Park,Belmont and Central Park,,
Report-1941: Oct. 11 Sheridan and Argyle,Sheridan and Argyle,,
Report-1942: Oct. 11 13th and Austin,13th and Austin,,
"Report-1943: Oct. 11 8716 W Golf Rd, Niles, IL 60714","8716 W Golf Rd, Niles, IL 60714",,
Report-1944: Oct. 11 Mobile home park?,Mobile home park?,,
"Report-1945: Oct. 11 N Leavitt St & N Milwaukee Ave Chicago, IL 60647","N Leavitt St & N Milwaukee Ave Chicago, IL 60647",,
Report-1946: Oct. 11 Potter Rd,Potter Rd,,
Report-1947: Oct. 11 Dearborn and Madison,Dearborn and Madison,,
Report-1948: Oct. 11 Gold Rd,Gold Rd,,
Report-1949: Oct. 11 Ardmore and Sheridan,Ardmore and Sheridan,,
Report-1950: Oct. 11 60th and kedvale,60th and kedvale,,
"Report-1951: Oct. 11 2701 Central Rd, Glenview, IL 60025","2701 Central Rd, Glenview, IL 60025",,
Report-1952: Oct. 11 Milwaukee Ave,Milwaukee Ave,,
"Report-1953: Oct. 11 8650 Dempster St, Niles, IL 60714","8650 Dempster St, Niles, IL 60714",,
Report-1954: Oct. 11 Grand Ave and Des Plaines St,Grand Ave and Des Plaines St,,
Report-1955: Oct. 11 76th and Thomas,76th and Thomas,,
"Report-1956: Oct. 11 4443 N Sheridan Rd, Chicago, IL 60640","4443 N Sheridan Rd, Chicago, IL 60640",,
"Report-1957: Oct. 11 Lawrence and Kedzie, Chicago","Lawrence and Kedzie, Chicago",,
"Report-1958: Oct. 11 2000 Algonquin Rd, Mt Prospect, IL 60056","2000 Algonquin Rd, Mt Prospect, IL 60056",,
"Report-1959: Oct. 11 199 North Harbor Pl, Waukegan, IL 60085","199 North Harbor Pl, Waukegan, IL 60085",,
Report-1960: Oct. 11 Golf Rd,Golf Rd,,
"Report-1961: Oct. 11 Ridge and Howard, Evanston","Ridge and Howard, Evanston",,
Report-1962: Oct. 11 ,,,
"Report-1963: Oct. 11 Irving Park and Kimball, Chicago","Irving Park and Kimball, Chicago",,
"Report-1964: Oct. 11 35th and MLK, Chicago","35th and MLK, Chicago",,
"Report-1965: Oct. 11 3500 N Kimball Ave, Chicago, IL 60618","3500 N Kimball Ave, Chicago, IL 60618",,
"Report-1966: Oct. 11 1225-1230  Clarence Ave, Berwyn","1225-1230  Clarence Ave, Berwyn",,
"Report-1967: Oct. 11 18th and Halsted, Chicago","18th and Halsted, Chicago",,
Report-1968: Oct. 11 Wellington and Cicero,Wellington and Cicero,,
Report-1969: Oct. 11 all over,all over,,
"Report-1970: Oct. 11 Kedzie and Addison, Chicago","Kedzie and Addison, Chicago",,
Report-1971: Oct. 11 Towanda headed towards bloomington IL,Towanda headed towards bloomington IL,,
"Report-1972: Oct. 11 Belmont and Kimball, Chicago","Belmont and Kimball, Chicago",,
"Report-1973: Oct. 11 3100 N Monticello Ave, Chicago, IL 60618","3100 N Monticello Ave, Chicago, IL 60618",,
Report-1974: Oct. 11 Belmont and Kimball,Belmont and Kimball,,
"Report-1975: Oct. 11 Roscoe and inner Lakeshore Drive, Chicago","Roscoe and inner Lakeshore Drive, Chicago",,
Report-1976: Oct. 11 Cicero and Wellington,Cicero and Wellington,,
"Report-1977: Oct. 11 4950 S Lamon, Chicago","4950 S Lamon, Chicago",,
"Report-1978: Oct. 11 3241 W Montrose Ave, Chicago, IL 60618","3241 W Montrose Ave, Chicago, IL 60618",,
"Report-1979: Oct. 11 910 W Ainslie St, Chicago, IL 60640","910 W Ainslie St, Chicago, IL 60640",,
Report-1980: Oct. 11 Sproat Ave & 94th St,Sproat Ave & 94th St,,
Report-1981: Oct. 11 n/a,n/a,,
"Report-1982: Oct. 11 Whipple and Montrose, Chicago","Whipple and Montrose, Chicago",,
Report-1983: Oct. 11 ,,,
"Report-1984: Oct. 11 Rollins and 59/12, Fox Lake","Rollins and 59/12, Fox Lake",,
"Report-1985: Oct. 11 North Ave and Central Ave, Chicago","North Ave and Central Ave, Chicago",,
"Report-1986: Oct. 11 4341 W North Ave, Chicago, IL 60639","4341 W North Ave, Chicago, IL 60639",,
"Report-1987: Oct. 11 4343 W 47th St, Chicago, IL 60632","4343 W 47th St, Chicago, IL 60632",,
"Report-1988: Oct. 11 57th and Pulaski, Chicago","57th and Pulaski, Chicago",,
"Report-1989: Oct. 11 Karlov and 59th/60th, Chicago","Karlov and 59th/60th, Chicago",,
"Report-1990: Oct. 11 ARcher and Kostner, Chicago","ARcher and Kostner, Chicago",,
"Report-1991: Oct. 11 47th and Cicero, Chicago","47th and Cicero, Chicago",,
"Report-1992: Oct. 11 43rd and Pulaski, Chicago","43rd and Pulaski, Chicago",,
